id,f_index,f_slice,f_sub,f_for,f_unaryop,f_exec,f_invert,f_dictcomp,f_param,f_bitxor,f_add,f_notin,f_call,f_comprehension,f_isnot,f_print,f_ellipsis,f_subscript,f_bitor,f_tryexcept,f_store,f_raise,f_break,f_return,f_gte,f_assert,f_tuple,f_repr,f_or,f_excepthandler,f_bitand,f_floordiv,f_arguments,f_tryfinally,f_generatorexp,f_not,f_uadd,f_delete,f_with,f_ifexp,f_mult,f_mod,f_boolop,f_rshift,f_name,f_binop,f_expr,f_setcomp,f_augassign,f_list,f_classdef,f_yield,f_set,f_while,f_continue,f_del,f_str,f_usub,f_div,f_assign,f_functiondef,f_lambda,f_and,f_extslice,f_compare,f_gt,f_keyword,f_in,f_noteq,f_attribute,f_is,f_global,f_lt,f_module,f_num,f_lte,f_pass,f_dict,f_if,f_eq,f_listcomp,f_lshift,f_pow,f_loc,expr
11,-0.0019215,-0.000315,-0.4978815,-0.000648,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.0022865,-0.5000005,-0.001415,-0.5000075,-0.002416,-0.500009,-0.5000045,-0.0003465,-0.5000055,-0.0045895,-0.500001,-0.500012,-0.519656,-0.0002175,-0.4992395,-0.0015045,-0.499493,-0.4947115,-0.0012055,-0.5000015,-8.75E-05,-0.500012,-0.5000015,-0.5000005,-0.000959,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.0001175,-0.000429,-0.000281,-0.500001,-0.6158395,-0.001351,-0.505498,-0.500006,-0.496913,-0.000632,-0.000339,-0.500002,-0.500003,-0.4988535,-0.0001275,-0.500002,-0.005297,-0.500001,-0.000225,-0.515802,-0.0011035,-0.500004,-0.00019,-0.5,-0.4894765,-0.498555,-0.0018995,-0.0006195,-0.000237,-0.523445,-0.4988425,-0.500001,-0.498777,-0.495816,-0.4659625,-0.0001325,-0.5000205,-0.0003105,-0.0010435,-0.4941465,-0.500009,-0.5000015,-0.500002,-106.75,2
12,-0.000779,-0.4982455,-0.4978815,-0.000415,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.0022865,-0.4998115,-0.004486,-0.5000075,-0.005956,-0.500009,-0.5000045,-0.000935,-0.5000055,-0.0045895,-0.500001,-0.000296,-0.0015245,-0.5000145,-0.500001,-0.0008565,-0.5000015,-0.5000055,-0.0011635,-0.5000015,-0.500015,-0.000295,-0.4995485,-0.5000005,-0.0012115,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.0004675,-0.5000015,-0.500005,-0.0008445,-0.000336,-0.4995,-0.014188,-0.4859205,-0.002317,-0.500006,-0.000139,-0.000259,-0.5000325,-0.500002,-0.500003,-0.0001685,-0.499235,-0.500002,-0.005297,-0.500001,-0.500003,-0.001335,-0.001494,-0.0003995,-0.000106,-0.5,-0.0009105,-0.0001595,-0.001181,-0.000136,-0.000667,-0.523445,-0.500013,-0.000336,-0.0001885,-0.0001595,-0.4659625,-0.5000015,-0.5000205,-0.000411,-0.0009475,-0.0003445,-0.500009,-0.49968,-0.500002,-106.75,1
13,-0.0019215,-0.000193,-0.0002015,-0.0003805,-0.0002575,-0.500001,-0.5000005,-0.500001,-0.001282,-0.5000005,-0.0008805,-0.5000075,-0.0034845,-0.0010765,-0.5000045,-0.0029655,-0.5000055,-0.0019965,-0.500001,-0.0001265,-0.003867,-0.5000145,-0.4992395,-0.001849,-0.5000015,-0.5000055,-0.0010215,-0.5000015,-0.49888,-0.0001685,-0.5000015,-0.5000005,-0.001587,-0.4996605,-0.500002,-0.000202,-0.5000005,-0.499595,-0.0002085,-0.5000015,-0.500005,-0.0008445,-0.4975795,-0.500001,-0.0045355,-0.000751,-0.002446,-0.500006,-0.000195,-0.000477,-0.000339,-0.500002,-0.500003,-0.4988535,-0.499235,-0.4995645,-0.004543,-0.500001,-0.500003,-0.0028625,-0.001128,-0.500004,-0.000106,-0.5,-0.4894765,-0.50001,-0.0013005,-0.5000295,-0.000108,-0.004838,-0.000229,-0.500001,-0.0001885,-0.0003025,-0.003282,-0.5000015,-0.5000205,-0.0004045,-0.488161,-0.4941465,-0.0009835,-0.5000015,-0.500002,-40.75,2
14,-0.003713,-0.5000085,-0.5000145,-0.5000375,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.5000815,-0.5000075,-0.4465415,-0.500009,-0.5000045,-0.0029655,-0.5000055,-0.0045895,-0.500001,-0.500012,-0.0015245,-0.5000145,-0.500001,-0.500213,-0.5000015,-0.5000055,-0.5002025,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.5025125,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.5000305,-0.500001,-0.014188,-0.500657,-0.4759435,-0.500006,-0.500015,-0.5001585,-0.5000325,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.4254175,-0.500001,-0.500003,-0.0028625,-0.5024635,-0.500004,-0.5000165,-0.5,-0.0016245,-0.50001,-0.483489,-0.498007,-0.5000165,-0.007156,-0.500013,-0.500001,-0.50001,-0.0015485,-0.5033355,-0.5000015,-0.5000205,-0.500078,-0.00202,-0.500209,-0.500009,-0.5000015,-0.500002,-22.75,3
15,-0.000779,-9.50E-05,-0.000168,-0.000243,-0.0002575,-0.5,-5.00E-07,-0.500001,-0.001282,-0.5000005,-0.0004905,-0.000117,-0.526964,-0.0001,-7.90E-05,-0.0003465,-0.5000055,-0.0006325,-0.000137,-0.0001265,-0.002492,-0.0001605,-0.0003805,-0.0008565,-0.000111,-0.0001765,-0.0010215,-0.5000015,-0.0001445,-0.0001685,-2.25E-05,-3.50E-06,-0.0012115,-6.05E-05,-2.15E-05,-0.000202,-0.5000005,-3.35E-05,-0.500001,-2.20E-05,-9.35E-05,-0.0004145,-0.0004915,-0.500001,-0.6158395,-0.000751,-0.0027545,-0.500006,-0.000486,-0.000512,-0.0002705,-5.05E-05,-0.500003,-6.45E-05,-0.0001045,-5.55E-05,-0.004543,-1.20E-05,-3.10E-05,-0.0017625,-0.001128,-5.05E-05,-0.000203,-0.5,-0.001208,-7.80E-05,-0.0018995,-0.00034,-7.40E-05,-0.0068655,-8.60E-05,-1.95E-05,-7.40E-05,-0.5003635,-0.4659625,-6.65E-05,-7.10E-05,-0.0007485,-0.001358,-0.000531,-0.0001045,-0.5000015,-0.500002,13876,3
16,-0.0012,-0.4982455,-0.000105,-0.000243,-0.0003345,-0.5,-0.5,-0.500001,-0.0016075,-0.5000005,-0.001415,-4.05E-05,-0.002416,-0.0010765,-0.0003835,-0.001517,-0.5000055,-0.0016745,-0.500001,-0.0001805,-0.002532,-0.0006095,-7.55E-05,-0.00072,-0.0001955,-0.000261,-0.0010125,-0.5000015,-0.000291,-0.000295,-0.5000015,-0.5000005,-0.0007895,-0.000149,-0.499524,-0.0003535,-0.5000005,-6.25E-05,-0.0002085,-0.5000015,-0.0001415,-0.000504,-0.0004915,-0.500001,-0.0040535,-0.001359,-0.001955,-0.500006,-0.000139,-0.000259,-0.000277,-0.500002,-0.500003,-0.4988535,-3.75E-05,-6.70E-05,-0.0033635,-0.500001,-0.0011915,-0.0028625,-0.0006415,-0.500004,-0.0002745,-0.0002645,-0.0008155,-0.0002335,-0.001181,-0.0001655,-0.000237,-0.005105,-8.60E-05,-0.500001,-7.40E-05,-0.0003025,-0.002024,-6.65E-05,-9.90E-05,-0.000411,-0.0008265,-0.0006735,-0.0001455,-0.5000015,-0.500002,-106.75,1
17,-0.001776,-0.000528,-0.001108,-0.0013635,-0.000275,-1.90E-05,-0.5,-0.500001,-0.002564,-2.00E-06,-0.004486,-7.50E-05,-0.0025135,-0.0010765,-7.90E-05,-0.001517,-0.5000055,-0.0016745,-1.50E-05,-0.0001515,-0.003867,-0.0002175,-9.10E-05,-0.00072,-2.35E-05,-0.0001765,-0.002871,-0.5000015,-0.000121,-0.000133,-0.5000015,-0.5000005,-0.000959,-1.90E-05,-0.0001175,-0.000278,-0.0005975,-3.15E-05,-8.00E-05,-0.5000015,-0.0009715,-0.0004155,-0.0001635,-0.500001,-0.0042265,-0.004287,-0.001955,-0.500006,-0.001377,-0.0029875,-0.000339,-3.80E-05,-0.500003,-4.65E-05,-0.0001045,-6.70E-05,-0.004804,-1.40E-05,-0.0011915,-0.001335,-0.000982,-7.45E-05,-0.00019,-0.0001765,-0.0008155,-7.80E-05,-0.0010665,-0.0001655,-7.00E-05,-0.004442,-0.000141,-6.50E-06,-0.0001885,-0.0004615,-0.0066835,-1.35E-05,-8.00E-05,-0.000338,-0.0009475,-0.000399,-0.0001715,-0.5000015,-0.000283,-1781,1
18,-0.0012585,-0.5000085,-0.5000145,-0.000729,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.0032065,-0.5000005,-0.000491,-0.5000075,-0.0034845,-0.0001,-0.5000045,-0.0001915,-0.5000055,-0.001217,-0.500001,-0.500012,-0.456811,-0.5000145,-0.500001,-0.0008845,-0.5000015,-0.5000055,-0.001528,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.000959,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.000436,-0.5000185,-0.5000305,-0.500001,-0.3363195,-0.0014745,-0.505498,-0.500006,-0.500015,-0.0011515,-0.4968825,-0.500002,-0.500003,-0.500002,-0.0001275,-0.500002,-0.519221,-0.500001,-0.500003,-0.464116,-0.000982,-0.500004,-0.5000165,-0.5,-0.5013515,-0.50001,-0.001231,-0.5000295,-0.5000165,-0.428084,-0.500013,-0.500001,-0.50001,-0.0015485,-0.002139,-0.5000015,-0.5000205,-0.0003105,-0.00202,-0.0003445,-7.85E-05,-0.5000015,-0.500002,-258,3
19,-0.0020675,-0.00018,-0.000105,-0.000648,-0.0003915,-3.50E-06,-2.50E-06,-1.90E-05,-0.001282,-2.05E-05,-0.0008805,-8.15E-05,-0.00242,-0.0001565,-7.65E-05,-0.00037,-0.5000055,-0.002433,-0.4993395,-0.000356,-0.456811,-0.0001735,-3.65E-05,-0.0008845,-2.35E-05,-6.90E-05,-0.489559,-0.5000015,-0.000153,-0.000377,-0.4995485,-6.50E-06,-0.0012645,-2.60E-05,-0.500002,-0.000354,0,-4.40E-05,-0.500001,-1.65E-05,-6.00E-05,-0.000504,-0.0003615,-0.000328,-0.005428,-0.004287,-0.002317,-0.500006,-0.000113,-0.0011515,-0.4968825,-4.35E-05,-0.500003,-6.05E-05,-5.05E-05,-4.40E-05,-0.519221,-1.30E-05,-2.70E-05,-0.464116,-0.0013015,-5.05E-05,-0.000248,-0.5,-0.0016245,-8.05E-05,-0.0018995,-0.000237,-0.000108,-0.0037635,-0.000149,-1.10E-05,-6.80E-05,-0.5003635,-0.4659625,-2.60E-05,-8.00E-05,-0.000411,-0.00202,-0.0004915,-0.0009835,-0.000194,-4.00E-06,13876,2
20,-0.0012585,-0.000141,-0.000105,-0.000415,-0.0003345,-4.50E-06,-0.5000005,-0.500001,-0.479652,-0.5000005,-0.00142,-4.05E-05,-0.0018985,-0.0001025,-0.000108,-0.0001915,-0.5000055,-0.002433,-0.4993395,-0.000296,-0.005971,-0.000193,-6.15E-05,-0.0008015,-2.35E-05,-5.85E-05,-0.0008395,-0.5000015,-0.000153,-0.000295,-1.60E-05,-7.50E-06,-0.486998,-0.5000025,-0.500002,-0.0003535,-0.5000005,-3.40E-05,-8.00E-05,-0.5000015,-0.0001175,-0.000429,-0.0003615,-1.75E-05,-0.3363195,-0.001359,-0.4759435,-0.500006,-0.000139,-0.0011515,-0.0002235,-0.500002,-0.500003,-4.65E-05,-5.05E-05,-4.30E-05,-0.008982,-6.50E-06,-5.70E-05,-0.0040895,-0.0021945,-0.4989905,-0.000248,-0.5,-0.0009735,-0.0001035,-0.001181,-0.0001745,-0.000237,-0.428084,-0.4988425,-1.20E-05,-3.30E-05,-0.0001595,-0.002139,-7.60E-05,-0.000125,-0.000411,-0.0008265,-0.0003445,-7.55E-05,-3.00E-06,-0.500002,-1781,3
21,-0.0020675,-0.5000085,-0.5000145,-0.000729,-0.0003345,-0.500001,-0.5,-0.500001,-0.001282,-0.5000005,-0.0004905,-0.5000075,-0.0034845,-0.0001025,-0.5000045,-0.0003465,-0.5000055,-0.002433,-0.500001,-0.000732,-0.0020165,-0.000181,-0.500001,-0.001849,-0.5000015,-0.5000055,-0.0011635,-0.5000015,-0.000153,-0.0009345,-0.5000015,-0.5000005,-0.0012115,-0.5000025,-0.0001175,-0.0003535,-0.5000005,-0.500002,-0.500001,-0.5000015,-9.35E-05,-0.4949415,-0.0003615,-0.500001,-0.0045355,-0.004287,-0.004016,-0.500006,-0.000486,-0.000477,-0.000277,-0.500002,-0.500003,-0.500002,-0.0001045,-0.500002,-0.004804,-0.500001,-5.70E-05,-0.0013225,-0.001128,-0.500004,-0.5000165,-0.5,-0.0016245,-8.35E-05,-0.001231,-0.000136,-0.5000165,-0.428084,-0.500013,-0.500001,-3.30E-05,-0.5003635,-0.0022785,-0.5000015,-7.10E-05,-0.000411,-0.0009475,-0.0006735,-0.500009,-0.5000015,-0.500002,-106.75,3
22,-0.000463,-0.00018,-0.5000145,-0.000243,-0.000242,-0.5,-0.5000005,-0.500001,-0.002564,-0.5000005,-0.000491,-8.15E-05,-0.0029765,-0.000145,-7.65E-05,-0.00037,-0.5000055,-0.001217,-0.500001,-0.0001685,-0.0015245,-0.0001735,-0.500001,-0.491733,-2.90E-05,-0.5000055,-0.0010125,-0.5000015,-0.000291,-0.0001595,-0.5000015,-0.5000005,-0.0014225,-0.5000025,-4.00E-05,-0.0001985,-0.5000005,-4.35E-05,-0.001203,-4.55E-05,-0.500005,-0.000504,-0.000281,-0.500001,-0.002473,-0.0014745,-0.0016645,-0.500006,-0.00016,-0.000477,-0.000732,-0.500002,-0.500003,-0.500002,-0.0001045,-3.60E-05,-0.0033635,-0.500001,-0.500003,-0.001656,-0.00115,-0.0003995,-0.000202,-0.5,-0.0008155,-7.80E-05,-0.0051115,-0.000237,-0.000171,-0.428084,-0.500013,-0.500001,-4.60E-05,-0.0004615,-0.0012495,-3.15E-05,-0.0001075,-0.000338,-0.0010435,-0.0020125,-7.85E-05,-0.5000015,-0.500002,-300.5,2
23,-0.0012585,-0.000141,-0.0002015,-0.000281,-0.0002575,-0.5,-0.5000005,-0.500001,-0.479652,-0.5000005,-0.00036,-8.15E-05,-0.002416,-9.95E-05,-0.0001225,-0.0001915,-0.5000055,-0.002433,-4.70E-05,-0.000732,-0.00148,-0.000181,-9.10E-05,-0.0015045,-2.65E-05,-0.5000055,-0.0010125,-0.5000015,-6.85E-05,-0.0009345,-0.0001915,-0.5000005,-0.002206,-2.60E-05,-1.75E-05,-0.000202,-0.5000005,-4.35E-05,-0.500001,-0.5000015,-9.15E-05,-0.0004145,-0.000281,-0.500001,-0.005428,-0.000751,-0.4759435,-0.500006,-0.000138,-0.000477,-0.000732,-0.4993745,-0.500003,-0.0001685,-3.75E-05,-3.60E-05,-0.008982,-0.500001,-5.70E-05,-0.0013225,-0.0021945,-5.20E-05,-0.000124,-0.5,-0.0005375,-0.0002335,-0.0033725,-0.000237,-6.35E-05,-0.007156,-0.000141,-0.500001,-4.60E-05,-0.0002025,-0.0022785,-2.60E-05,-0.4988365,-0.0003105,-0.0008265,-0.0004915,-6.15E-05,-0.5000015,-0.500002,-1781,2
