$no_asm,$no_8x8dct,$no_cabac,$no_deblock,$no_fast_pskip,$no_mbtree,$no_mixed_refs,$no_weightb,$rc_lookahead,$rc_lookahead_20,$rc_lookahead_40,$rc_lookahead_60,$ref,$ref_1,$ref_5,$ref_9,$<Performance
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,511.693
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,512.87
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,716.033
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,436.117
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,580.543
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,561.96
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,310.697
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,671.5
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,666.503
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,632.127
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,722.037
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,305.383
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,433.153
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,818.04
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,712.637
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,414.687
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,821.76
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,310.777
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,672.207
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,817.353
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,482.59
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,571.35
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,476.937
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,428.073
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,476.913
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,482.903
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,447.423
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,482.64
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,383.89
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,482.817
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,428.373
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,712.727
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,432.677
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,571.51
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,580.607
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,433.223
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,445.577
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,613.447
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,721.873
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,304.96
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,305.0
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,270.013
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,305.03
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,305.433
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,287.037
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,270.707
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,305.457
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,278.077
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,672.213
1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,286.427
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,270.66
1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,561.743
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,287.21
1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,270.657
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,509.033
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,256.82
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,509.37
1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,498.49
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,602.713
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,268.72
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,287.01
